ID	Form	Last_form	Rarity	Name (E)	Name (J)	Group	Level	PV	KB	Movement Speed	AP	DPS	Target	Attack Frequency	Range	Cost	Respawn	Ability	Strength_White	Strength_Red	Strength_Floating	Strength_Black	Strength_Metal	Strength_Angel	Strength_Alien	Strength_Zombies	Strength_Relic	Resist_White	Resist_Red	Resist_Floating	Resist_Black	Resist_Metal	Resist_Angel	Resist_Alien	Resist_Zombies	Resist_Relic	Shockwave	Critic	Owned	DPS_White	DPS_Red	DPS_Floating	DPS_Black	DPS_Metal	DPS_Angel	DPS_Alien	DPS_Zombies	DPS_Relic	Min_Range	Max_Range
428	1	0	超激レア	Cat Clan Heroes	ネコクエスト	The Dynamites	Lv 30 + 0	23,800	3	15	17000	1882	範囲	271	350	3450	2146	対 赤い敵 黒い敵 浮いてる敵 100％の確率で120～144F攻撃力50％に低下  3％の確率でクリティカル攻撃 遠方範囲攻撃（200～500）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1938	1938	1938	1938	1938	1938	1938	1938	1938	200	500	no_update
428	2	0	超激レア	Cat Guild Heroes	ネコクエストXI	The Dynamites	Lv 30 + 0	35,700	3	15	25500	2823	範囲	271	350	3450	2146	対 赤い敵 黒い敵 浮いてる敵 100％の確率で120～144F攻撃力50％に低下  3％の確率でクリティカル攻撃 遠方範囲攻撃（200～575）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	2907	2907	2907	2907	2907	2907	2907	2907	2907	200	575	no_update
428	3	1	超激レア	Cat Quest Heroes	ネコクエストXI-2	The Dynamites	Lv 30 + 0	71,400	3	15	25500	2909	範囲	263	350	3450	2146	対赤い敵黒い敵浮いてる敵古代種100％の確率で150F攻撃力50％に低下3％の確率でクリティカル遠方範囲攻撃（200～575）無効（古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	2996	2996	2996	2996	2996	2996	2996	2996	2996	200	575	no_update
429	1	0	レア	Soumanyan	そうまにゃん		Lv 30 + 0	12,240	3	10	3400	729	単体	140	300	600	498	100％の確率でLv3波動（射程 732.5）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	1458	1458	1458	1458	1458	1458	1458	1458	1458	0	300	no_update
429	2	1	レア	Smart Soumanyan	スマートそうまにゃん		Lv 30 + 0	12,240	3	10	3400	729	単体	140	300	600	498	100％の確率でLv3波動（射程 732.5）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	1458	1458	1458	1458	1458	1458	1458	1458	1458	0	300	no_update
430	1	0	激レア	Geek Otaku Cat	オタネコギーク	Annihilation City	Lv 30 + 0	3,400	1	4	6800	850	単体	240	1000	3750	4746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率で80～96F攻撃力50％に低下  遠方攻撃（800～1200）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	850	850	850	850	850	850	850	850	850	800	1200	no_update
430	2	1	激レア	Geek Hacker Cat	ギークネコハッカー	Annihilation City	Lv 30 + 0	3,400	1	4	6800	850	範囲	240	1000	3750	4746	対 全ての敵（メタル 無 魔 使 除く） 100％の確率で80～96F攻撃力50％に低下  遠方範囲攻撃（800～1200）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	850	850	850	850	850	850	850	850	850	800	1200	no_update
431	1	0	超激レア	Gude-Cat Machine	ぐでネコマシン	Gudetama	Lv 30 + 0	136,000	1	9	68000	9577	範囲	213	190	3450	2146	対 浮いてる敵 メタルな敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 メタルな敵 100％の確率で120～144F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	0	9577	9577	9577	9577	9577	9577	9577	9577	9577	0	190	no_update
431	2	1	超激レア	Gude-Cat Machine - Egg	ぐでネコマシン・卵	Gudetama	Lv 30 + 0	136,000	1	9	68000	9577	範囲	213	190	3450	2146	対 浮いてる敵 メタルな敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 メタルな敵 100％の確率で120～144F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	0	9577	9577	9577	9577	9577	9577	9577	9577	9577	0	190	no_update
432	1	1	超激レア	Detective Vigler	亡者探偵ヴィグラー	Dark Heroes	Lv 30 + 0	47,600	6	15	30600	2933	範囲	313	360	4410	2946	対 浮いてる敵 エイリアン 50％の確率で150～180F動きを止める  100％の確率でLv3波動（射程 732.5）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	5866	5866	5866	5866	5866	5866	5866	5866	5866	0	360	no_update
432	2	1	超激レア	Inspector Gabriel	魔界探偵グラヴィー	Dark Heroes	Lv 30 + 0	47,600	6	15	30600	2933	範囲	313	360	4410	2946	対 エイリアン ゾンビ 50％の確率で150～180F動きを止める  対 ゾンビ ゾンビキラー（倒した時、蘇生無効） 100％の確率でLv3波動（射程 732.5）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	5866	5866	5866	5866	5866	5866	5866	5866	5866	0	360	no_update
432	3	1	超激レア	Section Chief Gravicci 	魔神探偵グラヴィティー	Dark Heroes	Lv 30 + 0	47,600	6	15	30600	3155	範囲	291	360	4410	2946	対ゾンビめっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）対ゾンビ100％の確率で150～180F動きを止める対ゾンビゾンビキラー（撃破時蘇生無効）100％の確率でLv3波動（射程732.5）	1	1	1	1	1	1	1	1.5	1	1	1	1	1	1	1	1	0.5	1	100	0	0	6310	6310	6310	6310	6310	6310	6310	7887	6310	0	360	no_update
435	1	0	EX	White Swordsman Cat	白にゃんこ剣士		Lv 30 + 0	5,950	1	8	170	88	単体	58	110	150	60	対 ゾンビ 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	0	0	0	88	88	88	88	88	88	88	88	88	0	110	no_update
435	2	1	EX	Black Swordsman Cat	黒にゃんこ剣士		Lv 30 + 0	5,950	1	8	170	88	単体	58	110	150	60	対 ゾンビ 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	0	0	0	88	88	88	88	88	88	88	88	88	0	110	no_update
436	1	0	超激レア	Li'l Valkyrie	ちびネコヴァルキリー	Best of the Best	Lv 30 + 0	35,700	2	32	49300	11465	範囲	129	345	4200	1546	対ゾンビゾンビキラー（撃破時蘇生無効）30％の確率でバリアブレイク無効（波動ふっとばす止める遅くする攻撃力低下ワープ古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	22930	22930	22930	22930	22930	22930	22930	22930	22930	0	345	no_update
436	2	1	超激レア	Wind Dancer Valkyrie	ちびネコヴァルキリー・華	Best of the Best	Lv 30 + 0	35,700	2	32	49300	11465	範囲	129	345	4200	1546	対ゾンビゾンビキラー（撃破時蘇生無効）30％の確率でバリアブレイク無効（波動ふっとばす止める遅くする攻撃力低下ワープ古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	0	22930	22930	22930	22930	22930	22930	22930	22930	22930	0	345	no_update
437	1	0	超激レア	Nobiluga	ノビルガ	Tales of the Nekoluga	Lv 30 + 0	8,500	5	4	2550	933	単体	82	140	4500	746	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	933	933	933	933	933	933	933	933	933	0	140	no_update
437	2	0	超激レア	Nobilan Pasalan	ノビランパサラン	Tales of the Nekoluga	Lv 30 + 0	30,600	1	4	40800	2853	範囲	429	500	4500	9746	2連続攻撃（20,400 20,400） 遠方範囲攻撃（400～1000） 無効（波動 ふっとばす 止める 遅くする 攻撃力低下 ワープ 古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2853	2853	2853	2853	2853	2853	2853	2853	2853	400	1000	no_update
437	3	1	超激レア	Mystican Pasalan	ノビランターバン	Tales of the Nekoluga	Lv 30 + 0	30,600	1	4	40800	2853	範囲	429	500	2250	5746	2連続攻撃20,40020,4000（47F158F）遠方範囲攻撃（400～1000）無効（波動ふっとばす止める遅くする	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2853	2853	2853	2853	2853	2853	2853	2853	2853	400	1000	no_update
438	1	0	EX	Cat God the Great	激・神さま		Lv 30 + 0	25,500	1	3	52020	1395	範囲	1119	350	3333	8634	3連続攻撃（510 510 51,000） 対 全ての敵（メタル 無 魔 使 除く） 100％の確率でふっとばす 遠方範囲全方位攻撃（-850～850）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1395	1395	1395	1395	1395	1395	1395	1395	1395	-850	850	no_update
438	2	1	EX	Cat God the Awesome	超・神さま		Lv 30 + 0	25,500	1	3	52020	1395	範囲	1119	350	3333	8634	3連続攻撃（510 510 51,000） 対 全ての敵（メタル 無 魔 使 除く） 100％の確率でふっとばす 遠方範囲全方位攻撃（-850～850）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1395	1395	1395	1395	1395	1395	1395	1395	1395	-850	850	no_update
439	1	0	超激レア	Waverider Kuu	灼熱のビーチクウ	Gals of Summer	Lv 30 + 0	30,600	5	12	34000	3100	範囲	329	400	4200	3946	対浮いてる敵ゾンビめっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1.5	1	1	1	1	1.5	1	1	1	0.5	1	1	1	1	0.5	1	0	0	1	3100	3100	4650	3100	3100	3100	3100	4650	3100	0	400	no_update
439	2	1	超激レア	Waverider Kuu γ	灼熱のビーチクウγ	Gals of Summer	Lv 30 + 0	56,100	5	12	47600	4340	範囲	329	400	4200	3946	対浮いてる敵ゾンビめっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1.5	1	1	1	1	1.5	1	1	1	0.5	1	1	1	1	0.5	1	0	0	1	4340	4340	6510	4340	4340	4340	4340	6510	4340	0	400	no_update
440	1	0	超激レア	Empress Chronos	時空神クロノス	The Almighties	Lv 30 + 0	34,000	3	8	27200	2641	範囲	309	450	4050	3746	3連続攻撃5,9508,50012,750（20F80F140F）対全敵（白無魔使除く）100％の確率	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2641	2641	2641	2641	2641	2641	2641	2641	2641	0	450	no_update
440	2	1	超激レア	Chronos the Infinite	クロノストリガー	The Almighties	Lv 30 + 0	45,900	3	8	35530	3450	範囲	309	450	4050	3746	3連続攻撃7,48011,22016,830（20F80F140F）対全敵（白無魔使除く）100％の確率	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3450	3450	3450	3450	3450	3450	3450	3450	3450	0	450	no_update
441	1	1	超激レア	Bebe	ベベ	Puella Magi Madoka Magica	Lv 30 + 0	17,680	4	9	8670	2098	範囲	124	350	1200	546	対エイリアンゾンビ100％の確率で60～72F攻撃力50％に低下対ゾンビゾンビキラー（撃破時蘇生無効）対魔女魔女キラー（与ダメx5被ダメ1/10）無効（ワープ）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2098	2098	2098	2098	2098	2098	2098	2098	2098	0	350	no_update
441	2	1	超激レア	Nagisa & Cat	なぎさ&ネコ	Puella Magi Madoka Magica	Lv 30 + 0	42,840	6	12	34680	5125	範囲	203	450	3900	2946	対エイリアンゾンビ100％の確率で180～216F攻撃力50％に低下対ゾンビゾンビキラー（撃破時蘇生無効）対魔女魔女キラー（与ダメx5被ダメ1/10）無効（ワープ）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5125	5125	5125	5125	5125	5125	5125	5125	5125	0	450	no_update
442	1	0	超激レア	D'arktanyan	影傑ダークダルターニャ	EPICFEST	Lv 30 + 0	61,200	5	24	13600	3372	範囲	121	340	4350	2746	対白い敵超ダメージ（与ダメx3）残り体力60％以下で攻撃力100％上昇遠方範囲攻撃（200～550）無効（波動ワープ）	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	10116	3372	3372	3372	3372	3372	3372	3372	3372	200	550	no_update
442	2	1	超激レア	Valiant D'arktanyan	黒傑ダークダルターニャ	EPICFEST	Lv 30 + 0	91,800	5	30	18700	5054	範囲	111	340	4350	2746	対白い敵超ダメージ（与ダメx3）残り体力60％以下で攻撃力100％上昇遠方範囲攻撃（200～550）無効（波動ワープ）	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	15162	5054	5054	5054	5054	5054	5054	5054	5054	200	550	no_update
443	1	0	レア	Lone Cat and Kitten	子連れにゃんこ		Lv 30 + 0	10,200	1	15	3400	729	単体	140	300	810	1186	対白い敵打たれ強い（被ダメ1/4）対白い敵100％の確率でふっとばす対白い敵100％の確率で30F動きを止める無効（ふっとばす止める遅くする攻撃力低下ワープ）	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	1	0	0	1	729	729	729	729	729	729	729	729	729	0	300	no_update
443	2	0	レア	Vendor Cat and Kitten	ネコワゴンサービス		Lv 30 + 0	13,600	1	15	5100	1093	単体	140	300	810	1186	対白い敵打たれ強い（被ダメ1/4）対白い敵100％の確率でふっとばす対白い敵100％の確率で30F動きを止める無効（ふっとばす止める遅くする攻撃力低下ワープ）	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	1	0	0	1	1093	1093	1093	1093	1093	1093	1093	1093	1093	0	300	no_update
443	3	1	レア	Tourist Cat	ネコバケーション		Lv 30 + 0	17,000	1	15	5100	1093	単体	140	300	810	1186	対白い敵打たれ強い（被ダメ1/4）対白い敵100％の確率でふっとばす対白い敵100％の確率で60F動きを止める無効（ふっとばす止める遅くする攻撃力低下ワープ）	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	1	1	0	0	1	1093	1093	1093	1093	1093	1093	1093	1093	1093	0	300	no_update
444	1	0	激レア	Driller Cat	戦隊ドリラ		Lv 30 + 0	6,120	3	10	5440	892	単体	183	460	1200	2146	対白い敵100％の確率で90F攻撃力10％に低下遠方攻撃（350～650）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	892	892	892	892	892	892	892	892	892	350	650	no_update
444	2	1	激レア	Power Driller Cat	戦隊パワードリラ		Lv 30 + 0	7,650	3	10	6800	1115	単体	183	460	1200	2146	対白い敵100％の確率で90F攻撃力10％に低下遠方攻撃（350～650）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1115	1115	1115	1115	1115	1115	1115	1115	1115	350	650	no_update
445	1	0	激レア	Piledriver Cat	戦隊ウチコンガ		Lv 30 + 0	8,840	2	6	10710	1339	範囲	240	300	1500	1746	3連続攻撃3,5703,5703,570（67F92F117F）対ゾンビ打たれ強い（被ダメ1/4～1/5）対ゾンビ100％の確率でふっとばす対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	0	0	0	1339	1339	1339	1339	1339	1339	1339	1339	1339	0	300	no_update
445	2	1	激レア	Power Piledriver Cat	戦隊パワーウチコンガ		Lv 30 + 0	11,220	2	6	14280	1785	範囲	240	300	1500	1746	3連続攻撃4,7604,7604,760（67F92F117F）対ゾンビ打たれ強い（被ダメ1/4～1/5）対ゾンビ100％の確率でふっとばす対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	0	0	0	1785	1785	1785	1785	1785	1785	1785	1785	1785	0	300	no_update
446	1	0	激レア	Cutter Cat	戦隊チョキンドス		Lv 30 + 0	4,080	1	50	3400	843	範囲	121	170	750	1246	対赤い敵超ダメージ（与ダメx3～4）残り体力1％以下で攻撃力400％上昇100％の確率で1度だけ生き残る無効（攻撃力低下）	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	843	2529	843	843	843	843	843	843	843	0	170	no_update
446	2	1	激レア	Power Cutter Cat	戦隊パワーチョキンドス		Lv 30 + 0	5,100	1	50	4250	1054	範囲	121	170	750	1246	対赤い敵超ダメージ（与ダメx3～4）残り体力1％以下で攻撃力400％上昇100％の確率で1度だけ生き残る無効（攻撃力低下）	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1054	3162	1054	1054	1054	1054	1054	1054	1054	0	170	no_update
447	1	0	激レア	Backhoe Cat	戦隊ショベリン		Lv 30 + 0	18,360	3	15	2447	706	単体	104	350	1500	876	対メタルな敵のみに攻撃15％の確率でクリティカル撃破時お金x2	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	15	0	105	105	105	105	811	105	105	105	105	0	350	no_update
447	2	1	激レア	Power Backhoe Cat	戦隊パワーショベリン		Lv 30 + 0	22,950	3	15	3060	883	単体	104	350	1500	876	対メタルな敵のみに攻撃15％の確率でクリティカル撃破時お金x2	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	15	0	132	132	132	132	1015	132	132	132	132	0	350	no_update
448	1	0	激レア	Miter Saw Cat	戦隊チャッソ		Lv 30 + 0	13,600	1	12	1020	3400	単体	9	180	1200	746	対エイリアン超ダメージ（与ダメx3～4）対エイリアン打たれ強い（被ダメ1/4～1/5）無効（ワープ）	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0.25	1	1	0	0	0	3400	3400	3400	3400	3400	3400	10200	3400	3400	0	180	no_update
448	2	1	激レア	Power Saw Cat	戦隊パワーチャッソ		Lv 30 + 0	17,000	1	12	1190	3967	単体	9	180	1200	746	対エイリアン超ダメージ（与ダメx3～4）対エイリアン打たれ強い（被ダメ1/4～1/5）無効（ワープ）	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0.25	1	1	0	0	0	3967	3967	3967	3967	3967	3967	11901	3967	3967	0	180	no_update
449	1	0	伝説レア	Musashi Miyamoto	宮本武蔵	Sengoku Wargods Vajiras	Lv 30 + 0	82,960	4	10	20364	9256	単体	66	400	4275	2746	2連続攻撃10,18210,1820（9F32F）対黒い敵極ダメージ（与ダメx5～6）対	1	1	1	5	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	0	9256	9256	9256	46280	9256	9256	9256	9256	9256	0	400	no_update
449	2	1	伝説レア	Wargod Miyamoto	剣神・宮本武蔵	Sengoku Wargods Vajiras	Lv 30 + 0	82,960	4	10	20364	9256	単体	66	400	4275	2746	2連続攻撃10,18210,1820（9F32F）対黒い敵極ダメージ（与ダメx5～6）対	1	1	1	5	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	0	9256	9256	9256	46280	9256	9256	9256	9256	9256	0	400	no_update
450	1	0	伝説レア	Headmistress Jeanne	聖会長ジャンヌダルク	Cyber Academy Galaxy Gals	Lv 30 + 0	54,400	4	20	11220	3869	範囲	87	400	4830	3506	対赤い敵浮いてる敵極ダメージ（与ダメx5～6）遠方範囲攻撃（200～550）	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3869	19345	19345	3869	3869	3869	3869	3869	3869	200	550	no_update
450	2	1	伝説レア	Headmistress Jeanne ψ	聖会長ジャンヌダルクψ	Cyber Academy Galaxy Gals	Lv 30 + 0	54,400	4	20	11220	3869	範囲	87	400	4830	3506	対赤い敵浮いてる敵極ダメージ（与ダメx5～6）遠方範囲攻撃（200～550）	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3869	19345	19345	3869	3869	3869	3869	3869	3869	200	550	no_update
451	1	0	伝説レア	High Lord Babel	天城龍バベル	Lords of Destruction Dragon Emperors	Lv 30 + 0	255,000	2	8	85000	7083	範囲	360	390	6750	4746	対赤い敵浮いてる敵超打たれ強い（被ダメ1/6～1/7）無効（止める遅くする）	1	1	1	1	1	1	1	1	1	1	0.17	0.17	1	1	1	1	1	1	0	0	0	7083	7083	7083	7083	7083	7083	7083	7083	7083	0	390	no_update
451	2	1	伝説レア	Babel the Darkflame	魔城龍バベル	Lords of Destruction Dragon Emperors	Lv 30 + 0	255,000	2	8	85000	7083	範囲	360	390	6750	4746	対赤い敵浮いてる敵超打たれ強い（被ダメ1/6～1/7）無効（止める遅くする）	1	1	1	1	1	1	1	1	1	1	0.17	0.17	1	1	1	1	1	1	0	0	0	7083	7083	7083	7083	7083	7083	7083	7083	7083	0	390	no_update
452	1	1	伝説レア	Ushiwakamaru	うしわか丸	Ancient Heroes Ultra Souls	Lv 30 + 0	16,830	2	12	9690	2692	範囲	108	250	825	186	対天使極ダメージ（与ダメx5～6）対天使打たれ強い（被ダメ1/4～1/5）	1	1	1	1	1	5	1	1	1	1	1	1	1	1	0.25	1	1	1	0	0	0	2692	2692	2692	2692	2692	13460	2692	2692	2692	0	250	no_update
452	2	1	伝説レア	Colossal Benkei	巨大神兵ベンケイ	Ancient Heroes Ultra Souls	Lv 30 + 0	127,500	3	7	52700	6324	範囲	250	450	6000	4746	対天使極ダメージ（与ダメx5～6）対天使打たれ強い（被ダメ1/4～1/5）	1	1	1	1	1	5	1	1	1	1	1	1	1	1	0.25	1	1	1	0	0	0	6324	6324	6324	6324	6324	31620	6324	6324	6324	0	450	no_update
453	1	0	レア	Primordial Cat	古代ネコ		Lv 30 + 0	11,050	1	10	135	109	単体	37	140	105	166	対メタルな敵古代種打たれ強い（被ダメ1/4）無効（古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	0.25	0	0	1	109	109	109	109	109	109	109	109	109	0	140	no_update
453	2	1	レア	Modern Cat	現代ネコ		Lv 30 + 0	11,050	1	10	135	109	単体	37	140	105	166	対メタルな敵古代種打たれ強い（被ダメ1/4）無効（古代の呪い）	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	0.25	0	0	1	109	109	109	109	109	109	109	109	109	0	140	no_update
454	1	0	EX	Kitarou	きたろう		Lv 30 + 0	11,900	3	9	2380	707	単体	101	325	450	2146	対ゾンビ超ダメージ（与ダメx3～4）対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	0	0	0	707	707	707	707	707	707	707	2121	707	0	325	no_update
454	2	1	EX	GeGeGe no Kitarō	ゲゲゲの鬼太郎		Lv 30 + 0	11,900	3	11	2975	714	単体	125	350	450	2146	対ゾンビ超ダメージ（与ダメx3～4）対ゾンビゾンビキラー（撃破時蘇生無効）	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	0	0	0	714	714	714	714	714	714	714	2142	714	0	350	no_update
455	1	0	EX	Eyeball Father	目玉おやじ		Lv 30 + 0	12,240	4	8	1682	608	単体	83	210	315	1846	対ゾンビ100％の確率で150～180F攻撃力50％に低下対ゾンビゾンビキラー（撃破時蘇生無効）4％の確率でクリティカル	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	0	632	632	632	632	632	632	632	632	632	0	210	no_update
455	2	1	EX	Bathing Father	入浴おやじ		Lv 30 + 0	12,240	4	8	1682	608	単体	83	210	315	1846	対ゾンビ100％の確率で150～180F攻撃力50％に低下対ゾンビゾンビキラー（撃破時蘇生無効）4％の確率でクリティカル	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	0	632	632	632	632	632	632	632	632	632	0	210	no_update
456	1	0	伝説レア	Wonder Momoco	ワンダー・モモコ	The Dynamites	Lv 30 + 0	68,000	2	13	61200	9134	範囲	201	375	4500	3746	3連続攻撃5,10010,20045,900（28F55F100F）※1撃目のみ他特性付加対赤い敵黒い敵天使100％の確率で60～72F動きを止める100％の確率	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	0	0	9864	9864	9864	9864	9864	9864	9864	9864	9864	0	375	no_update
456	2	1	伝説レア	Cutie MOMOCO	キューティー・モモコ	The Dynamites	Lv 30 + 0	68,000	2	13	61200	9134	範囲	201	375	4500	3746	3連続攻撃5,10010,20045,900（28F55F100F）※1撃目のみ他特性付加対赤い敵黒い敵天使100％の確率で60～72F動きを止める100％の確率	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	9134	9134	9134	9134	9134	9134	9134	9134	9134	0	375	no_update
457	1	0	超激レア	Sakura Matou	間桐 桜	Fate/Stay Night: Heaven's Feel	Lv 30 + 0	91,800	4	8	28900	4090	範囲	212	350	4200	3346	対黒い敵エイリアンゾンビ打たれ強い（被ダメ1/4～1/5）対ゾンビゾンビキラー（撃破時蘇生無効）無効（波動）	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	0.25	0.25	1	0	0	0	4090	4090	4090	4090	4090	4090	4090	4090	4090	0	350	no_update
457	2	1	超激レア	Sakura Matou CC	間桐 桜CC	Fate/Stay Night: Heaven's Feel	Lv 30 + 0	122,400	4	8	35700	5052	範囲	212	350	4200	3346	対黒い敵エイリアンゾンビ打たれ強い（被ダメ1/4～1/5）対ゾンビゾンビキラー（撃破時蘇生無効）無効（波動）	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	0.25	0.25	1	0	0	0	5052	5052	5052	5052	5052	5052	5052	5052	5052	0	350	no_update
458	1	0	EX	Shirou the Cat	ネコ士郎		Lv 30 + 0	12,750	3	10	2210	1143	単体	58	170	540	276	対黒い敵めっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）	1	1	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0	0	1	1143	1143	1143	1714	1143	1143	1143	1143	1143	0	170	no_update
458	2	1	EX	Novice Mage Shirou Cat	魔術師見習いネコ士郎		Lv 30 + 0	12,750	3	10	2210	1143	単体	58	170	540	276	対黒い敵めっぽう強い（与ダメx1.5～1.8被ダメ1/2～1/2.5）	1	1	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0	0	1	1143	1143	1143	1714	1143	1143	1143	1143	1143	0	170	no_update
459	1	0	レア	Archer the Cat	アーチャーネコ		Lv 30 + 0	11,220	3	10	2040	673	単体	91	275	600	386	無効（波動）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	673	673	673	673	673	673	673	673	673	0	275	no_update
459	2	1	レア	Heroic Spirit Archer Cat	英霊アーチャーネコ		Lv 30 + 0	11,220	3	10	2040	673	単体	91	275	600	386	遠方攻撃（200～350）無効（波動）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	673	673	673	673	673	673	673	673	673	200	350	no_update
460	1	0	レア	Rider the Cat	ネコライダー		Lv 30 + 0	15,300	3	12	3400	1000	単体	102	190	570	246	対天使40％の確率で60～72F動きを止める	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	0	190	no_update
460	2	1	レア	Heroic Spirit Rider Cat	英霊ネコライダー		Lv 30 + 0	15,300	3	12	3400	1000	単体	102	190	570	246	対天使40％の確率で60～72F動きを止める	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	0	190	no_update
